"FMID","MarketName","street","city","County","State","zip","Credit","WIC","WICcash","SFMNP","SNAP","Organic","Bakedgoods","Cheese","Crafts","Flowers","Eggs","Seafood","Herbs","Vegetables","Honey","Jams","Maple","Meat","Nursery","Nuts","Plants","Poultry","Prepared","Soap","Trees","Wine","Coffee","Beans","Fruits","Grains","Juices","Mushrooms","PetFood","Tofu","WildHarvested","lon","lat"
1018958,"Dillsburg Farmers' Market","1 N. 2nd Street ","Dillsburg","York","Pennsylvania","17019","Y","N","N","Y","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",-77.037849,40.110975
1019458,"Dimondale Farmers' Market","136 N Bridge St","Dimondale","Eaton","Michigan","48821","Y","Y","N","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","Y","Y","Y","Y","N","N","N","Y","Y","N","Y","N","N","N","N",-84.647388,42.646201
1018816,"Dodge County Farmer's Market","5401 Courthouse Circle","Eastman","Dodge","Georgia","31023","Y","N","N","N","Y",NA,"Y","N","Y","Y","Y","N","Y","Y","Y","Y","N","N","N","Y","Y","N","Y","Y","N","N","N","N","Y","N","N","N","N","N","N",-83.176423,32.201081
1019742,"Dodgeville Farmers Market","327 N. Iowa Street","Dodgeville","Iowa","Wisconsin","53533","Y","Y","N","Y","Y",NA,"Y","Y","Y","Y","Y","N","N","Y","Y","Y","N","Y","N","N","Y","Y","N","Y","N","N","Y","N","Y","N","N","N","N","N","N",-90.129944,42.962345
1019439,"Dolores County Farmers Market","390 Main Street","Dove Creek","Dolores","Colorado","81324","Y","N","N","N","Y",NA,"Y","N","N","Y","Y","N","Y","Y","Y","Y","N","N","N","N","Y","N","N","Y","N","N","Y","Y","Y","N","N","N","N","N","Y",-108.903587,37.764836
1019964,"Donnelly Farmers Market","FW Gestrin and E. Roseberry Rd","donnelly","Valley","Idaho","83615","Y","N","N","N","Y","Y","Y","N","Y","N","Y","N","Y","Y","Y","Y","N","N","N","N","N","Y","N","Y","N","N","Y","N","Y","N","N","N","N","N","N",-116.07672,44.730034
1018706,"Dorchester/Dorchester House Farmers Market","1353 Dorchester Avenue","Dorchester","Suffolk","Massachusetts","2122","Y","Y","Y","N","Y","Y","N","N","N","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N",-71.060126,42.304202
1020111,"Dorey Park Farmers Market ","2999 Darbytown Road","Henrico","Henrico","Virginia","23231","Y","N","N","N","Y","N","Y","N","N","Y","Y","N","N","Y","Y","Y","N","N","N","N","Y","Y","Y","Y","N","N","Y","N","Y","N","N","N","N","N","N",-77.405887,37.5380571
1003046,"Dousman Farmers Market","118 S. Main St","Dousman","Waukesha","Wisconsin","53118","Y","N","N","N","N",NA,"Y","N","Y","Y","N","N","Y","Y","Y","Y","N","N","N","N","Y","N","Y","Y","N","N","N","N","Y","N","N","N","N","N","Y",-88.4725142,43.013121
1009829,"Dover Farmers' Market","550 Central Avenue","Dover","Rockingham","New Hampshire","3820","Y","N","N","N","Y","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","N","N","Y","N","Y","Y","N","Y","Y","N","Y","N","Y","N","N","N","N",-70.875971,43.200765
1016793,"Down to Earth Mamaroneck Winter Farmers Market","168 West Boston Post Rd.","Mamaroneck","Westchester","New York","10543","Y","Y","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","N","Y","Y","N","N","N","Y","N","Y","N","Y","Y","N","N","N",-73.734523,40.947737
1010972,"Down to Earth Morningside Park Farmers Market","110th Street and Manhattan Avenue","Manhattan","New York","New York","10026","Y","Y","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","Y","Y","Y","N","N","Y","Y","N","Y","N","Y","Y","N","N","N",-73.959648,40.80137
1010958,"Down to Earth New Rochelle Farmers Market","515 North Avenue","New Rochelle","Westchester","New York","10801","Y","Y","Y","Y","Y","N","Y","N","N","N","Y","N","Y","Y","Y","Y","N","N","N","N","Y","N","Y","N","N","N","N","N","Y","N","Y","Y","N","N","N",-73.786334,40.91964
1009895,"Down to Earth Park Slope Farmers Market","289 4th Street","Brooklyn","Kings","New York","11215","Y","Y","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","Y","Y","Y","Y","N","Y","Y","N","Y","N","Y","Y","N","Y","Y",-73.983925,40.672277
1016867,"Downingtown Farmers Market","1 Park Lane","Downingtown","Chester","Pennsylvania","19335","Y","Y","N","Y","N","N","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","N","N","N","Y","N","Y","N","Y","Y","N","Y","Y","Y","Y","Y","N","N",-75.705606,40.007243
1019667,"Downtown Alachua Farmer's Market","14801 Main Street","Alachua","Alachua","Florida","32615","Y","N","N","N","N","Y","Y","Y","N","N","Y","N","Y","Y","Y","Y","N","Y","N","N","Y","Y","Y","N","Y","N","Y","N","Y","N","Y","Y","Y","N","Y",-82.495552,29.790872
1009043,"Downtown Allen Park Farmers Market","Park Avenue and Harrison Avenue","Allen Park","Wayne","Michigan","48101","Y","N","N","N","Y","N","Y","Y","Y","Y","N","N","Y","Y","Y","Y","N","N","N","N","Y","N","Y","N","N","N","N","N","Y","N","N","N","Y","N","N",-83.208989,42.254801
1003643,"Downtown Beloit Farmer's Market","300 block of State Street, 400 block of East Grand Avenue, Gantry parking lot","Beloit","Rock","Wisconsin","53511","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","Y",-89.035555,42.499698
1020064,"Downtown Berkeley","1947 Center St.","Berkeley","Alameda","California","94704","Y","Y","N","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","N","Y","N","Y","N","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","Y",-122.2716,37.869819
1020000,"Downtown Bloomington Association Farmers Market","200 N. Main","Bloomington","McLean","Illinois","61701","Y","Y","N","Y","Y","Y","Y","N","Y","N","Y","N","Y","Y","Y","Y","Y","Y","N","N","Y","Y","N","Y","N","N","Y","N","Y","Y","N","N","N","N","N",-88.994107,40.480014
1020001,"Downtown Bloomington Farmers Market- Indoor","101 S. Madison","Bloomington","McLean","Illinois","61701","Y","N","N","N","Y","Y","Y","N","N","N","Y","N","Y","Y","Y","Y","Y","Y","N","N","N","Y","N","Y","N","N","N","N","Y","Y","N","N","N","N","N",-88.996165,40.478127
1019370,"Downtown Canton Farmers Market","202 N. Buffalo St.","Canton","Van Zandt","Texas","75103","Y","N","N","N","N","Y","Y","N","N","N","Y","N","Y","Y","Y","Y","Y","Y","N","N","Y","Y","Y","Y","Y","N","Y","N","Y","Y","Y","N","N","N","Y",-95.863185,32.55736
1019944,"Downtown Chico Thursday Night Market","","Chico","Butte","California","95928","Y","Y","N","Y","Y",NA,"Y","N","Y","Y","Y","N","Y","Y","Y","Y","N","Y","N","Y","Y","N","Y","Y","Y","Y","Y","N","Y","N","N","Y","N","N","Y",-121.840469,39.728991
1000841,"Downtown Denison Farmers Market","701 W. Main St.","Denison","Grayson","Texas","75020","Y","N","N","N","N","N","Y","N","Y","Y","Y","N","Y","Y","Y","Y","N","Y","N","Y","Y","N","N","Y","N","N","N","N","Y","N","N","N","N","N","N",-96.54535,33.755828
1019401,"Downtown Elgin Farmers Market","S. Grove Ave","Elgin ","Kane","Illinois","60120","Y","N","N","N","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","Y","N","N","N","Y","N","N",-88.283268,42.035993
1008853,"DOWNTOWN EVANSVILLE FARMERS MARKET","3rd, 4th and Bond Sts.","Evansville,IN","Vanderburgh","Indiana","47708","Y","Y","Y","Y","Y",NA,"Y","N","Y","Y","N","N","Y","Y","Y","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","N","Y","N","Y","Y","N","N","Y",-87.586443,37.993544
1002400,"Downtown Farmers Market","206 S 4th Street","Murray","Calloway","Kentucky","42071","Y","N","N","N","N","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","N","Y","N","N","Y","Y","Y","Y","Y","N","Y","N","Y","N","Y","Y","Y","N","N",-88.3022291,36.6097959
1019032,"Downtown Farmers Market","101 North Main Street","Lancaster","Lancaster","South Carolina","29720","Y","N","N","N","N","Y","Y","N","Y","Y","Y","N","Y","Y","Y","Y","N","Y","N","N","Y","N","Y","Y","N","N","N","N","Y","N","N","N","N","N","N",-80.770914,34.721099
1019856,"Downtown Farmers Market","on the court square at 4th Street and Maple Street","Murray ","Calloway","Kentucky","42071-0002","Y","N","N","N","N","Y","Y","N","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","N","Y","N","Y","N","Y","Y","N","N","N",-88.302435,36.609868
1019216,"Downtown Farmers Market of Fort Pierce, Inc.","Melody Lane and Marina Square","Fort Pierce ","St. Lucie","Florida","34950","Y","N","N","N","N","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","N","Y","N","Y","N","Y","Y","Y","N","N",-80.321851,27.449057
1012243,"Downtown Fond du Lac Farmers Market - Saturday","Main Street from Western Ave. to Sheboygan St.","Fond du Lac","Fond du Lac","Wisconsin","54935","Y","Y","N","N","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","N","N",-88.446973,43.775364
1012256,"Downtown Fond du Lac Farmers Market - Wednesday","Main Street Plaza ","Fond du Lac","Fond du Lac","Wisconsin","54935","Y","Y","N","N","Y","N","Y","N","Y","Y","Y","N","N","Y","Y","Y","Y","Y","N","N","Y","Y","Y","N","N","N","Y","Y","Y","Y","N","N","N","N","N",-88.447092,43.777853
1019654,"Downtown Green Bay Saturday Farmers Market","200 S. Washington Street","Green Bay","Brown","Wisconsin","54301","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","Y","Y","Y","Y","N","N","Y","N","Y","N","Y","Y","Y","N","N",-88.017128,44.513118
1019341,"Downtown Lawrenceburg Farmer's Market","US 50 and Park Streets","Lawrenceburg","Dearborn","Indiana","47025","Y","Y","N","Y","Y","N","Y","N","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","N","N","Y","Y","Y","Y","N","N","Y","N","Y","N","N","N","N","N","Y",-84.857359,39.095734
1019083,"DOWNTOWN LIMA FARMERS' MARKET","7 Town Square","Lima","Allen","Ohio","45801","Y","N","N","N","Y",NA,"Y","N","N","Y","N","N","Y","Y","Y","N","N","N","N","N","Y","N","N","Y","N","N","Y","N","Y","N","N","N","N","N","N",-84.1058237,40.7395472
1019720,"Downtown Madison Farmers Market","Broadway Street near the Broadway Fountain","Madison","Jefferson","Indiana","47250","Y","Y","N","N","Y","Y","Y","N","N","Y","Y","N","Y","Y","Y","Y","N","Y","N","Y","N","Y","Y","Y","Y","N","N","Y","Y","N","N","Y","Y","N","Y",-85.382973,38.738245
1018930,"Downtown Marquette Farmers Market","112 S. Third St.","Marquette","Marquette","Michigan","49855","Y","Y","N","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","Y","Y","Y","Y","N","Y","Y","Y","Y","N","N","Y","N","N","Y",-87.395409,46.543488
1003977,"Downtown Newport Farmers Market","Corner of Hwy 101 & Angle St","Newport","Jackson","Arkansas","72112","Y","Y","N","Y","Y",NA,"Y","N","Y","N","N","N","N","Y","N","Y","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N",-91.234721,35.6268
1018621,"Downtown Novato Community Farmers Market","7th Street behind the CVS between Grant Ave & Novato Blvd ","Novato ","Marin","California","94947","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","N","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","Y","N",-122.578749,38.107536
1019721,"Downtown Palo Alto Farmers' Market","Gilman St, between Hamilton and Forest","Palo Alto","Santa Clara","California","94301","Y","N","N","N","N","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","N","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","N","N",-122.159029,37.44533
1019534,"Downtown Rogers Farmers Market","101 E Cherry Street","Rogers","Benton","Arkansas","72756","Y","N","Y","Y","Y","Y","Y","N","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","N","N","N","Y","Y","Y","N","Y","Y","N","Y","N","N","Y","Y","N","N",-94.115864,36.330089
1005281,"Downtown Santa Cruz Farmers' Market","Cedar St & Lincoln St.","Santa Cruz","Santa Cruz","California","","Y","Y","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","N","Y","N","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","N","Y","Y","N","N","N",-122.0270374,36.9724758
1019525,"Downtown Yakima Farmers Market","Yakima Ave & S 3rd Street","Yakima","Yakima","Washington","98901","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","N","Y","N","N","N","N","Y","Y","N","Y","Y","N","Y","N","N","Y","N","N","N",-120.502787,46.602267
1019729,"Dresden Farmers Market","421 Linden St.","Dresden ","Weakley","Tennessee","38225","Y","N","N","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","N","Y","N","Y","N","N","Y","N","N","Y",-88.693465,36.277008
1004676,"Druid Hill Farmers' Market","3100 Swann Drive","Baltimore","Baltimore City","Maryland","21217","Y","Y","Y","Y","Y","Y","Y","N","Y","N","Y","N","Y","Y","Y","Y","N","N","N","Y","Y","N","Y","Y","N","Y","N","N","Y","N","Y","N","N","N","N",-76.645847,39.317944
1005358,"Dublin","4201 Central Parkway","Dublin","Alameda","California","94568","Y","Y","Y","Y","Y","Y","Y","Y","N","Y","Y","N","N","Y","Y","Y","N","N","N","Y","N","N","Y","Y","N","N","N","N","Y","N","N","Y","N","Y","N",-121.878639,37.710402
1005197,"Dubuque Farmers Market","Iowa Street between 10th & 13th Streets","Dubuque","Dubuque","Iowa","52001","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","N","Y",-90.667851,42.504521
1019994,"Duluth's Downtown Farmers' Market","Gitch ode' Akiing formerly known as Lake Place Park 214 E Superior Street","Duluth","St. Louis","Minnesota","55802","Y","N","N","N","N","N","Y","N","Y","Y","Y","N","Y","Y","Y","N","Y","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","Y","N","N","N",-92.093948,46.788805
1018953,"Durango Farmers Market","259 W 9th Street","Durango","La Plata","Colorado","81301","Y","N","N","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","Y","N","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","Y","Y",-107.882758,37.273063
1000312,"Durham Farmers' Market","501 Foster Street","Durham","Durham","North Carolina","27701","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","N","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","Y","Y",-78.901856,36.000559
1009830,"Durham Farmers' Market","Jackson Landing, 10 Old Piscataqua Road","Durham","Rockingham","New Hampshire","","Y","N","N","N","Y","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","N","N","N","N","Y","N","N","N","Y","N","Y","N","Y","N","N","N","N",-70.910656,43.13661
1012345,"Duvall Farmers Market","Brown Ave","Duvall","King","Washington","98019","Y","Y","N","Y","Y",NA,"Y","Y","Y","Y","Y","N","Y","Y","Y","Y","N","Y","N","N","N","Y","Y","Y","N","Y","Y","Y","Y","N","Y","Y","N","N","Y",-121.985974,47.7382671
1019082,"E. Center St. Farmers Market","40 East Center Street","Fallon ","Churchill","Nevada","89406","Y","Y","N","N","Y","Y","Y","N","Y","N","N","N","N","Y","Y","Y","N","N","N","N","N","N","Y","Y","N","N","Y","N","Y","N","N","N","N","N","N",-118.776299,39.473055
1019870,"Eagle Farmers Market","5th St. and Hwy 34","eagle","Cass","Nebraska","68347","Y","N","N","N","N",NA,"N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N",-96.432729,40.816121
1018159,"East Atlanta Village Farmers Market ","572 Stokeswood Avenue","Atlanta","Fulton","Georgia","30316","Y","N","N","Y","Y","Y","Y","Y","N","Y","Y","N","Y","Y","Y","Y","N","Y","N","N","N","Y","Y","Y","Y","N","N","N","Y","Y","N","Y","Y","N","Y",-84.344531,33.738679
1012407,"East Boston Farmers Market","Across from 201 Border St.","East Boston","Suffolk","Massachusetts","2128","Y","Y","N","Y","Y","N","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","N","N","N","N","N","Y","Y","Y","N","N","Y","Y","Y","N","Y","N","N","N","N",-71.0395,42.37485
1011673,"East End Market","2600 Navigation Blvd.","Houston","Harris","Texas","77003","Y","N","N","N","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","Y","N","Y","Y","Y","Y","Y","N","Y","Y","N","Y","N","Y","Y","Y","N","N",-95.342978,29.757511
1019079,"East Greenbush Library & YMCA Farmers Market","Between 10 and 20 Community Way in parking lot","East Greenbush","Rensselaer","New York","12061","Y","Y","N","N","N",NA,"Y","Y","N","N","Y","N","N","Y","Y","Y","Y","N","N","Y","N","N","Y","Y","Y","Y","N","N","Y","N","N","N","Y","N","N",-73.695566,42.618063
1020133,"East Hollywood Certified Farmers' Market","Hollywood Blvd. and Western Ave.","Los Angeles","Los Angeles","California","90028","Y","Y","Y","Y","Y","N","N","N","N","N","Y","N","N","Y","Y","N","N","N","N","N","Y","N","Y","N","N","N","N","N","Y","N","N","N","N","N","N",-118.308877,34.10151
1019510,"East Orange Farmer's Market","44 City Hall Plaza","East Orange","Essex","New Jersey","7018","Y","Y","Y","Y","Y","Y","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","N","Y","N","N","Y","Y","N","N","N","N","Y","Y","Y","Y","N","N","N",-74.209979,40.76125
1020172,"East Palo Alto Community Farmers Market","2555 Pulgas Avenue ","East Palo Alto","San Mateo","California","94303","Y","Y","Y","Y","Y","Y","N","N","N","N","N","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N",-122.13255,37.469415
1012717,"East Point Farmers Market ","2757 East Point St.","East Point ","Fulton","Georgia","30344","Y","N","Y","Y","Y","Y","Y","N","Y","Y","Y","N","Y","Y","Y","Y","N","Y","N","Y","Y","Y","Y","Y","N","N","Y","Y","Y","N","Y","N","N","N","Y",-84.442141,33.679488
1019094,"East Side Farmers' Market","760 E Water St Elmira","Elmira","Chemung","New York","14901","Y","Y","N","Y","Y",NA,"Y","Y","Y","N","Y","N","N","Y","Y","Y","Y","Y","N","N","Y","Y","Y","Y","N","N","N","N","Y","N","N","Y","N","N","N",-76.793909,42.088765
1019125,"Eastgate Plaza Farmers Market","4927 - 5089 Transit Road","Clarence","Erie","New York","14221","Y","N","N","N","N","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","N","N","Y","Y","Y","Y","N","Y","Y","N","Y","N","N","Y","Y","Y","N",-78.595325,42.97573
1019462,"Easthampton Farmers & Makers Market","50 Payson Ave","Easthampton","Hampshire","Massachusetts","1027","Y","Y","Y","Y","Y",NA,"Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","N","Y","Y","N","Y","Y","Y","Y","Y","N","Y",-72.669638,42.265189
1019624,"Eastside Sunday Market","2020 MLK Jr. Ave","Knoxville","Knox","Tennessee","37915","Y","Y","N","N","Y","N","Y","N","Y","Y","N","N","Y","Y","Y","N","N","Y","N","N","Y","Y","Y","Y","Y","N","Y","N","Y","N","N","N","N","N","N",-83.900903,35.976258
1019767,"Eat Drink RI Market at Blackbird Farm","660 Douglas Pike","Smithfield","Providence","Rhode Island","2917","Y","N","Y","N","N","Y","Y","N","N","Y","Y","N","N","Y","Y","Y","N","Y","N","N","N","Y","N","Y","Y","N","N","N","Y","N","Y","N","N","N","N",-71.505333,41.9015
1021228,"Echo Park Farmers' Market","1146 Logan St","Los Angeles ","Los Angeles","California","90026","Y","Y","Y","Y","Y","Y","Y","Y","N","Y","Y","N","Y","Y","Y","Y","N","N","N","N","N","Y","N","N","N","N","N","N","Y","N","N","N","N","Y","N",-118.258276,34.076409
1012783,"Edenton Farmers Market","200 North Broad St","Edenton","Chowan","North Carolina","27932","Y","Y","N","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","Y","N","Y","Y","Y","Y","Y","N","N","N","N","Y","N","N","Y","N","N","N",-76.607401,36.062086
1012160,"Edmonds Museum Summer Market","5th Ave between Main and Bell & Bell St. between 5th & 6th Ave","Edmonds","Snohomish","Washington","98020","Y","Y","N","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","Y","N","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","N","Y","Y","N","N","N",-122.376658,47.811372
1019118,"Egg Harbor Farmers Market","7809 Highway 42","Egg Harbor","Door","Wisconsin","54209","Y","N","N","N","N","N","Y","N","Y","N","N","N","Y","Y","N","Y","N","N","N","N","Y","N","N","Y","N","N","Y","N","Y","N","N","N","N","N","N",-87.280716,45.049942
1019936,"El Monte Farmers' Market","10700 Main Street","El Monte","Los Angeles","California","91731","Y","Y","N","Y","Y",NA,"Y","Y","Y","Y","Y","N","Y","Y","Y","Y","N","N","N","Y","N","N","Y","Y","N","N","Y","N","Y","Y","Y","Y","N","N","N",-118.03995,34.075484
1012634,"Eldora Farmers Market","Corner of Edgington Ave. and 14th Street","Eldora","Hardin","Iowa","50627","Y","Y","Y","Y","N",NA,"Y","N","Y","Y","N","N","Y","Y","N","Y","N","N","N","N","Y","N","N","N","N","N","N","N","Y","N","N","N","N","N","N",-93.100656,42.36051
1019921,"Elgin Farmers' Market","","Elgin","Bastrop","Texas","78621","Y","N","N","N","N","N","Y","N","Y","Y","Y","N","Y","Y","Y","Y","N","Y","N","Y","Y","Y","Y","Y","N","N","Y","N","Y","N","N","N","N","N","N",-97.370756,30.346425
1018900,"Ellington Farmers Market","Main ST","Ellington","Tolland","Connecticut","6029","Y","Y","N","Y","Y",NA,"Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","N","Y","N","Y","N","Y","Y","Y","N","N",-72.4681079,41.9036393
1018898,"Ellington Winter Farmers' Market","11 Pinney St","Ellington ","Tolland","Connecticut","6029","Y","Y","N","Y","Y",NA,"Y","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","N","Y","N","Y","Y","Y","N","N","N","N","Y","N","N","Y","Y","N","N",-72.49035,41.8697886
1020112,"Elliott County Farmers’ Market","2944 S KY 7","Sandy Hook","Elliott","Kentucky","41171","Y","Y","N","Y","N","N","N","N","N","Y","Y","N","N","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N",-83.122634,38.093439
1018717,"Elm Street Market","Elm Street ","West Newton","Middlesex","Massachusetts","2465","Y","Y","Y","N","Y","Y","Y","Y","N","N","Y","N","Y","Y","Y","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","N","Y","N","Y","N","Y","N","N",-71.229493,42.349361
1021207,"Elmwood Bidwell Farmers' Market","Elmwood and Bidwell","Buffalo","Erie","New York","14221","Y","Y","N","N","Y","Y","Y","Y","N","Y","Y","Y","N","Y","Y","N","Y","Y","N","N","Y","Y","N","Y","Y","Y","Y","N","Y","N","N","Y","N","N","N",-78.877625,42.923862
1002657,"Emmaus Farmers' Market","235 Main St","Emmaus","Lehigh","Pennsylvania","18049","Y","N","Y","N","Y","Y","Y","Y","N","Y","Y","N","Y","Y","Y","Y","Y","Y","N","N","Y","Y","Y","N","N","Y","Y","N","Y","N","N","Y","Y","N","Y",-75.4903,40.5366
1002769,"Empire Farmers Market","10234 Front Street","Empire","Leelanau","Michigan","49630","Y","Y","N","Y","N","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","N","N","N","Y","N","N","Y","Y","N","N","N","Y","N","N","Y","N","N","N",-86.063056,44.811224
1019398,"Empire Market","931 E 4th St","Joplin","Jasper","Missouri","64801","Y","N","N","N","Y","Y","Y","N","Y","Y","Y","N","Y","Y","Y","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","N","Y","N","N","Y","N","N","N",-94.502691,37.087883
1012045,"Encino Farmers Market","17400 Victory Blvd","Van Nuys","Los Angeles","California","91406","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","Y","N","Y","N","Y","Y","Y","Y","N","Y","N","Y","N","Y","N","N","Y","N",-118.5128542,34.1862306
1018940,"Engadine Area Farmers' Market","","Engadine","Mackinac","Michigan","","Y","Y","N","Y","N",NA,"Y","N","N","Y","Y","N","Y","Y","Y","Y","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",-85.578248,46.119734
1019684,"Enka-Candler Tailgate Market","70 Pisgah Hwy","Candler","Buncombe","North Carolina","28715","Y","N","N","N","N","Y","Y","N","Y","Y","Y","N","N","Y","Y","N","N","Y","N","N","N","N","N","Y","Y","N","Y","N","Y","N","N","N","N","N","N",-82.684674,35.54099
1018765,"Ennis Farmers Market","104 North McKinney Street ","Ennis ","Ellis","Texas","75119","Y","Y","N","N","Y",NA,"Y","N","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","N","Y","Y","N","Y","Y","Y","N","Y","Y","Y","Y","N","N","Y","N","N",-96.629391,32.32763
1019687,"Enumclaw Plateau Farmers' Market","1600 1st Street","Enumclaw","King","Washington","98022","Y","N","N","N","N",NA,"Y","Y","Y","Y","Y","Y","N","Y","Y","Y","N","N","N","N","N","N","Y","N","N","Y","Y","N","Y","N","Y","N","N","N","N",-121.987466,47.202843
1006678,"Espanola Farmers Market","1105 N.Railroad  Avenue","Espanola","Rio Arriba","New Mexico","87532","Y","Y","N","Y","Y","Y","Y","N","N","Y","Y","N","Y","Y","Y","Y","N","Y","N","Y","Y","Y","Y","Y","N","N","N","Y","Y","N","N","N","N","N","Y",-106.065805,36.003598
1003568,"Estacada Farmers Market","664 Wade St","Estacada","Clackamas","Oregon","97023","Y","Y","N","Y","N",NA,"N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N",-122.331858,45.297544
1020053,"Etna Farmers Market","514 N Hwy 3","Etna","Siskiyou","California","96027","Y","Y","N","N","Y","Y","Y","N","Y","Y","Y","N","Y","Y","N","Y","N","Y","N","N","Y","N","N","Y","N","N","N","N","Y","Y","N","N","N","N","N",-122.895854,41.458263
1019954,"Eureka Springs Farmers Market","44 Kingshighway","Eureka Springs","Carroll","Arkansas","72632","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","Y","Y","N","Y","N","Y","N","N","Y","N","Y","Y","N","N","N","N","Y","N","N","Y","N","N","N",-93.746149,36.398616
